Distance,Ascent,Name,City,Date
3.11 mi,15.7 ft,3.01mi Run,Cicero,6/30/2020
4.15 mi,35.1 ft,4.50mi Run,Norridge,6/30/2020
4.65 mi,56.8 ft,4.50mi Run,Lincolnwood,6/30/2020
2.48 mi,37.1 ft,2.26mi Run,Itasca,6/30/2020
6.38 mi,96.1 ft,6.20mi Run,Forest Park,6/30/2020
2.45 mi,66.3 ft,2.31mi Run,Chicago,6/30/2020
3.29 mi,40.7 ft,Route from GARMIN 2697 (2020-06-30 12:19:54+00:00),Libertyville,6/30/2020
8.08 mi,115.8 ft,Route from GARMIN 3113 (2020-06-30 11:24:47+00:00),Arlington Heights,6/30/2020
4.66 mi,120.1 ft,4.53мил. Бег,Deer Park,6/30/2020
2.54 mi,35.1 ft,Route from GARMIN 2888 (2020-06-30 11:00:35+00:00),Evanston,6/30/2020
1.27 mi,12.8 ft,0.99mi Run,Oak Park,6/30/2020
2.63 mi,24.3 ft,Route from GARMIN 2431 (2020-06-29 23:09:48+00:00),Lincolnwood,6/29/2020
3.08 mi,27.6 ft,5.02km Run,Chicago,6/29/2020
7.11 mi,107.3 ft,Route from GARMIN 2431 (2020-06-29 17:55:02+00:00),Lincolnwood,6/29/2020
3.11 mi,34.1 ft,Route from GARMIN 2988 (2020-06-29 17:17:02+00:00),Lincolnwood,6/29/2020
4.47 mi,59.1 ft,4.32mi Run,Lincolnwood,6/29/2020
3.09 mi,16.1 ft,3.00mi Run,Cicero,6/29/2020
4.82 mi,36.1 ft,5.21mi Run,Norridge,6/29/2020
2.42 mi,37.1 ft,2.25mi Run,Itasca,6/29/2020
3.57 mi,64.6 ft,Route from GARMIN 2697 (2020-06-29 14:36:11+00:00),Schaumburg,6/29/2020
4.18 mi,172.9 ft,4.01mi Run,Chicago,6/29/2020
1.79 mi,9.8 ft,Route from GARMIN 2431 (2020-06-29 13:47:33+00:00),Lincolnwood,6/29/2020
5.05 mi,36.4 ft,Route from GARMIN 2623 (2020-06-29 13:28:06+00:00),Lincolnwood,6/29/2020
4.46 mi,52.8 ft,4.35mi Run,Oak Park,6/29/2020
0.23 mi,0.7 ft,0.24mi Run,Prospect Heights,6/29/2020
2.10 mi,22.6 ft,2.01mi Run,Prospect Heights,6/29/2020
4.99 mi,97.8 ft,Route from GARMIN FR220 (2020-06-29 12:50:37+00:00),Palatine,6/29/2020
3.12 mi,43.3 ft,3.05mi Run,Elmhurst,6/29/2020
4.37 mi,67.9 ft,4.25mi Run,Forest Park,6/29/2020
7.67 mi,190.3 ft,7.39мил. Бег,Deer Park,6/29/2020
3.52 mi,316.3 ft,3.20mi Run,Chicago,6/29/2020
3.28 mi,41.3 ft,Route from GARMIN 2697 (2020-06-29 12:10:19+00:00),Libertyville,6/29/2020
2.67 mi,18.7 ft,2.55mi Run,Elmhurst,6/29/2020
6.15 mi,61.0 ft,5.83mi Run,Grayslake,6/29/2020
4.71 mi,117.1 ft,4.55mi Run,Roselle,6/29/2020
3.10 mi,33.5 ft,Route from GARMIN 2888 (2020-06-29 11:01:57+00:00),Evanston,6/29/2020
3.81 mi,37.7 ft,hard & humid,Skokie,6/29/2020
8.98 mi,93.8 ft,9 Mile route,Northbrook,6/28/2020
6.62 mi,80.1 ft,Route from GARMIN 2888 (2020-06-28 23:52:37+00:00),Evanston,6/28/2020
3.06 mi,22.0 ft,3.00mi Run,Lincolnwood,6/28/2020
2.16 mi,74.5 ft,2.02mi Run,Chicago,6/28/2020
1.55 mi,21.0 ft,1.47mi Run,Lombard,6/28/2020
6.15 mi,53.5 ft,6.01mi Run,Lincolnwood,6/28/2020
0.52 mi,2.3 ft,Route from GARMIN 2431 (2020-06-28 22:22:29+00:00),Deerfield,6/28/2020
4.00 mi,47.6 ft,Route from GARMIN FR920XT (2020-06-28 18:11:56+00:00),Oak Park,6/28/2020
10.46 mi,101.7 ft,Route from Suunto (2020-06-28),Chicago,6/28/2020
3.10 mi,15.1 ft,3.00mi Run,Cicero,6/28/2020
9.28 mi,239.5 ft,8.93mi Run,Chicago,6/28/2020
7.37 mi,89.9 ft,Route from GARMIN 2888 (2020-06-28 13:09:49+00:00),Lincolnwood,6/28/2020
7.55 mi,189.6 ft,7.36мил. Бег,Deer Park,6/28/2020
4.21 mi,84.6 ft,Route from GARMIN 2431 (2020-06-28 16:08:26+00:00),Chicago,6/28/2020
5.26 mi,459.0 ft,4.92mi Run,Chicago,6/28/2020
2.72 mi,55.1 ft,2.66mi Run,Highwood,6/28/2020
6.21 mi,92.2 ft,Route from GARMIN 3113 (2020-06-28 14:41:46+00:00),Arlington Heights,6/28/2020
5.36 mi,37.7 ft,5.00mi Run,Northbrook,6/28/2020
3.55 mi,36.1 ft,Route from GARMIN 2431 (2020-06-28 14:56:37+00:00),Lincolnwood,6/28/2020
3.05 mi,1.6 ft,2.70mi Run,Chicago,6/28/2020
3.08 mi,21.3 ft,3.01mi Run,Des Plaines,6/28/2020
2.12 mi,16.7 ft,Route from GARMIN 2431 (2020-06-28 13:19:17+00:00),Lincolnwood,6/28/2020
2.30 mi,44.3 ft,2.23mi Run,Chicago,6/28/2020
2.68 mi,17.7 ft,2.55mi Run,Forest Park,6/28/2020
6.98 mi,105.3 ft,Route from GARMIN FR220 (2020-06-28 12:03:05+00:00),Palatine,6/28/2020
1.19 mi,12.8 ft,0.98mi Run,Oak Park,6/28/2020
1.04 mi,3.3 ft,1.00mi Run,Forest Park,6/28/2020
3.42 mi,43.6 ft,Route from GARMIN 2431 (2020-06-28 10:54:23+00:00),Deerfield,6/28/2020
3.31 mi,115.8 ft,5.01km Run,Chicago,6/28/2020
0.36 mi,12.5 ft,Route from GARMIN 2988 (2020-06-28 06:25:42+00:00),Lincolnwood,6/28/2020
5.44 mi,101.7 ft,5.28mi Run,Chicago,6/27/2020
3.48 mi,36.4 ft,3.00mi Run,Lincolnwood,6/27/2020
2.37 mi,15.7 ft,2.32mi Run,Lincolnwood,6/27/2020
5.03 mi,51.2 ft,10 miles from Barrie,Oak Park,6/27/2020
2.13 mi,28.2 ft,3.33km Run,Chicago,6/27/2020
2.23 mi,29.2 ft,3.48km Run,Chicago,6/27/2020
3.39 mi,39.0 ft,Route from GARMIN 2503 (2020-06-27 20:28:09+00:00),Evanston,6/27/2020
3.48 mi,59.7 ft,3.05mi Run,Chicago,6/27/2020
10.15 mi,135.8 ft,Route from GARMIN 2431 (2020-06-27 17:36:18+00:00),Lincolnwood,6/27/2020
3.23 mi,29.2 ft,3.10mi Run,Evanston,6/27/2020
2.54 mi,21.3 ft,2.26mi Run,Lombard,6/27/2020
3.11 mi,33.5 ft,Route from GARMIN 2988 (2020-06-27 18:00:26+00:00),Lincolnwood,6/27/2020
3.10 mi,15.1 ft,3.00mi Run,Cicero,6/27/2020
2.03 mi,78.4 ft,Route from GARMIN 2431 (2020-06-27 15:25:24+00:00),Chicago,6/27/2020
4.83 mi,87.6 ft,Route from GARMIN 2697 (2020-06-27 15:30:54+00:00),Schaumburg,6/27/2020
4.05 mi,53.8 ft,3.90mi Run,Lincolnwood,6/27/2020
5.15 mi,80.1 ft,RUN,Highland Park,6/27/2020
3.44 mi,17.1 ft,Route from GARMIN FR220 (2020-06-27 14:44:23+00:00),Chicago,6/27/2020
4.11 mi,34.8 ft,4.35mi Run,Norridge,6/27/2020
2.51 mi,21.3 ft,Route from GARMIN 2431 (2020-06-27 13:51:09+00:00),Lincolnwood,6/27/2020
0.40 mi,0.7 ft,Route from GARMIN FR220 (2020-06-25 11:59:45+00:00),Chicago,6/27/2020
2.82 mi,20.0 ft,2.79mi Run,La Grange Park,6/27/2020
5.25 mi,98.4 ft,5.01mi Run,Schaumburg,6/27/2020
10.43 mi,145.3 ft,10.10mi Run,Forest Park,6/27/2020
7.04 mi,124.7 ft,Route from GARMIN 2431 (2020-06-27 13:02:02+00:00),Lincolnwood,6/27/2020
12.13 mi,332.0 ft,12.00mi Run,Wheaton,6/27/2020
4.38 mi,31.5 ft,Route from GARMIN 2623 (2020-06-27 12:52:50+00:00),Lincolnwood,6/27/2020
2.09 mi,67.9 ft,Route from GARMIN 2886 (2020-06-27 12:22:51+00:00),Chicago,6/27/2020
5.41 mi,57.4 ft,4.98mi Run,Oak Park,6/27/2020
3.29 mi,40.7 ft,Route from GARMIN 2697 (2020-06-27 12:13:22+00:00),Libertyville,6/27/2020
3.14 mi,70.5 ft,Route from GARMIN 2886 (2020-06-27 11:48:13+00:00),Chicago,6/27/2020
7.13 mi,100.4 ft,7,Lake Bluff,6/27/2020
13.02 mi,237.5 ft,13.1,Lake Bluff,6/27/2020
5.60 mi,106.3 ft,5.40mi Run,Chicago,6/27/2020
6.24 mi,63.0 ft,Route from GARMIN 2988 (2020-06-27 02:15:31+00:00),Lincolnwood,6/26/2020
3.05 mi,69.6 ft,2.95mi Run,Libertyville,6/26/2020
4.99 mi,60.4 ft,Route from GARMIN 2604 (2020-06-26 23:01:55+00:00),Bensenville,6/26/2020
1.09 mi,4.9 ft,Route from GARMIN 2431 (2020-06-26 23:23:27+00:00),Lincolnwood,6/26/2020
7.15 mi,106.0 ft,Route from GARMIN 2431 (2020-06-26 22:19:57+00:00),Lincolnwood,6/26/2020
2.31 mi,30.2 ft,2.22mi Run,Evanston,6/26/2020
3.71 mi,60.7 ft,3.52mi Run,Park City,6/26/2020
3.12 mi,27.9 ft,3.01mi Run,Lincolnwood,6/26/2020
4.68 mi,71.2 ft,4.55mi Run,Forest Park,6/26/2020
3.14 mi,45.9 ft,Route from GARMIN 2156 (2020-06-26 12:12:28+00:00),Elmhurst,6/26/2020
3.18 mi,24.6 ft,2.93mi Run,Oak Park,6/26/2020
3.30 mi,28.9 ft,3.00mi Run,Lincolnwood,6/26/2020
3.29 mi,42.0 ft,Route from GARMIN 2697 (2020-06-26 11:36:12+00:00),Libertyville,6/26/2020
2.21 mi,21.7 ft,Route from GARMIN FR920XT (2020-06-25 22:26:40+00:00),Oak Park,6/26/2020
3.06 mi,45.9 ft,Route from GARMIN 2888 (2020-06-26 11:09:30+00:00),Evanston,6/26/2020
1.31 mi,7.2 ft,1.26mi Run,Lincolnwood,6/26/2020
5.38 mi,106.0 ft,5.20mi Run,Chicago,6/26/2020
2.25 mi,43.6 ft,2.16mi Run,Bensenville,6/25/2020
2.48 mi,96.1 ft,Route from GARMIN 2431 (2020-06-26 02:06:26+00:00),Chicago,6/25/2020
1.10 mi,5.2 ft,Route from GARMIN 2431 (2020-06-26 00:55:03+00:00),Lincolnwood,6/25/2020
3.88 mi,167.0 ft,3.68mi Run,Chicago,6/25/2020
3.07 mi,20.0 ft,3.01mi Run,Lincolnwood,6/25/2020
6.35 mi,276.6 ft,Route from GARMIN 3113 (2020-06-25 22:24:13+00:00),Chicago,6/25/2020
3.12 mi,24.3 ft,5.01km Run,Chicago,6/25/2020
5.09 mi,97.4 ft,Route from GARMIN 2431 (2020-06-25 21:26:34+00:00),Lincolnwood,6/25/2020
2.87 mi,46.6 ft,2.65mi Run,Itasca,6/25/2020
2.43 mi,120.4 ft,2.14mi Run,Chicago,6/25/2020
4.02 mi,44.6 ft,Route from GARMIN 2888 (2020-06-25 19:43:24+00:00),Evanston,6/25/2020
10.13 mi,136.5 ft,Route from GARMIN 2988 (2020-06-25 17:57:05+00:00),Lincolnwood,6/25/2020
1.65 mi,15.4 ft,1.53mi Run,Roselle,6/25/2020
3.11 mi,15.4 ft,3.00mi Run,Cicero,6/25/2020
3.12 mi,30.5 ft,Barry/Oakdale,Chicago,6/25/2020
6.44 mi,91.9 ft,6.25mi Run,Forest Park,6/25/2020
2.28 mi,47.2 ft,2.22mi Run,Chicago,6/25/2020
5.64 mi,47.2 ft,5.54mi Run,Des Plaines,6/25/2020
2.65 mi,17.7 ft,2.49mi Run,River Grove,6/25/2020
4.52 mi,30.5 ft,Route from GARMIN 2888 (2020-06-25 13:45:38+00:00),Evanston,6/25/2020
3.05 mi,45.9 ft,Route from GARMIN 2697 (2020-06-25 14:03:50+00:00),Schaumburg,6/25/2020
4.30 mi,157.2 ft,4.03mi Run,Chicago,6/25/2020
3.21 mi,29.5 ft,3.01mi Run,Lincolnwood,6/25/2020
6.12 mi,95.8 ft,Route from GARMIN FR220 (2020-06-25 12:00:19+00:00),Palatine,6/25/2020
2.27 mi,21.3 ft,Route from GARMIN 2431 (2020-06-25 12:34:14+00:00),Lincolnwood,6/25/2020
5.58 mi,46.9 ft,Route from GARMIN 2623 (2020-06-25 12:33:06+00:00),Lincolnwood,6/25/2020
13.73 mi,599.1 ft,13.10mi Run,Chicago,6/25/2020
9.52 mi,122.0 ft,Route from GARMIN 3113 (2020-06-25 11:19:11+00:00),Arlington Heights,6/25/2020
4.76 mi,133.5 ft,Route from GARMIN 2886 (2020-06-25 11:32:46+00:00),Chicago,6/25/2020
1.01 mi,9.5 ft,0.99mi Run,Oak Park,6/25/2020
1.07 mi,10.8 ft,0.99mi Run,Oak Park,6/25/2020
6.28 mi,162.4 ft,6.10mi Run,Roselle,6/25/2020
3.27 mi,43.0 ft,Route from GARMIN 2697 (2020-06-25 11:38:58+00:00),Libertyville,6/25/2020
3.28 mi,41.7 ft,Route from GARMIN 2697 (2020-06-24 11:55:01+00:00),Libertyville,6/25/2020
1.61 mi,19.4 ft,1.50mi Run,Lincolnwood,6/25/2020
1.03 mi,3.9 ft,1.01mi Run,Lincolnwood,6/25/2020
2.50 mi,40.7 ft,RUN,Highland Park,6/25/2020
4.09 mi,67.9 ft,SOLID 4.1 mile (longest YTD),Skokie,6/25/2020
3.07 mi,34.1 ft,3.01mi Run,Schaumburg,6/24/2020
1.54 mi,21.7 ft,Run 1.50mi on 6/24/20,Vernon Hills,6/24/2020
3.58 mi,35.1 ft,Route from GARMIN 2431 (2020-06-24 23:43:40+00:00),Lincolnwood,6/24/2020
3.42 mi,69.9 ft,Route from GARMIN 2431 (2020-06-24 23:24:27+00:00),Chicago,6/24/2020
2.85 mi,88.9 ft,3.99km Run,Chicago,6/24/2020
4.03 mi,49.5 ft,Route from GARMIN 2158 (2020-06-24 22:43:45+00:00),Libertyville,6/24/2020
3.20 mi,57.1 ft,3.04mi Run,Park City,6/24/2020
2.78 mi,36.4 ft,Route from GARMIN 2431 (2020-06-24 20:38:45+00:00),Deerfield,6/24/2020
5.10 mi,370.7 ft,4.44mi Run,Chicago,6/24/2020
2.11 mi,26.2 ft,2.01mi Run,Evanston,6/24/2020
7.11 mi,113.5 ft,Route from GARMIN 2431 (2020-06-24 20:37:18+00:00),Lincolnwood,6/24/2020
2.51 mi,51.5 ft,Route from GARMIN FR220 (2020-06-24 20:49:41+00:00),Glenview,6/24/2020
2.06 mi,8.9 ft,2.00mi Run,Lincolnwood,6/24/2020
6.13 mi,134.2 ft,DPU-Lakefront Trail South-North Ave-Sheffield,Chicago,6/24/2020
20.62 mi,498.0 ft,20.23mi Run,Lombard,6/24/2020
3.15 mi,36.1 ft,3.00mi Run,Chicago,6/24/2020
3.55 mi,246.1 ft,5.04km Run,Chicago,6/24/2020
2.07 mi,17.7 ft,2.01mi Run,Lincolnwood,6/24/2020
4.43 mi,79.1 ft,Route from GARMIN 2697 (2020-06-24 13:33:41+00:00),Schaumburg,6/24/2020
5.39 mi,92.5 ft,Route from Suunto (2020-06-24),Chicago,6/24/2020
0.15 mi,0.3 ft,Route from GARMIN FR220 (2020-06-23 12:18:35+00:00),Chicago,6/24/2020
3.25 mi,38.4 ft,Route from GARMIN FR220 (2020-06-22 16:32:18+00:00),Chicago,6/24/2020
2.31 mi,8.9 ft,Route from GARMIN FR220 (2020-06-24 17:13:56+00:00),Oak Park,6/24/2020
2.91 mi,129.6 ft,2.61mi Run,Chicago,6/24/2020
4.90 mi,3.0 ft,4.30mi Run,Chicago,6/24/2020
6.03 mi,50.2 ft,6.58mi Run,Norridge,6/24/2020
4.08 mi,20.7 ft,3.11mi Run,Elmwood Park,6/24/2020
2.39 mi,54.5 ft,2.30mi Run,Chicago,6/24/2020
2.08 mi,19.4 ft,3.19km Run,Chicago,6/24/2020
2.81 mi,19.0 ft,Route from GARMIN 2886 (2020-06-24 11:49:12+00:00),Chicago,6/24/2020
1.51 mi,19.4 ft,Route from GARMIN 2886 (2020-06-24 11:28:41+00:00),Chicago,6/24/2020
1.06 mi,3.3 ft,1.01mi Run,Itasca,6/24/2020
3.13 mi,15.7 ft,3.00mi Run,Cicero,6/24/2020
6.46 mi,94.2 ft,6.25mi Run,Forest Park,6/24/2020
10.08 mi,186.7 ft,Route from GARMIN 2156 (2020-06-24 11:46:54+00:00),Elmhurst,6/24/2020
1.72 mi,8.9 ft,1.71mi Run,La Grange Park,6/24/2020
4.29 mi,76.4 ft,RUN,Highland Park,6/24/2020
3.17 mi,46.3 ft,Route from GARMIN 2888 (2020-06-24 11:03:05+00:00),Evanston,6/24/2020
3.12 mi,22.3 ft,3.04mi Run,Elmhurst,6/24/2020
3.17 mi,22.3 ft,3.09mi Run,Elmhurst,6/24/2020
3.40 mi,48.9 ft,3.20mi Run,Itasca,6/23/2020
2.44 mi,103.3 ft,Route from GARMIN 2431 (2020-06-24 01:43:18+00:00),Chicago,6/23/2020
3.18 mi,36.7 ft,2.99mi Run,Northbrook,6/23/2020
3.23 mi,25.6 ft,Lemons of Love Pink Lemonade VIRTUAL 5K Run,Mount Prospect,6/23/2020
2.50 mi,28.5 ft,2.46mi Run,Schaumburg,6/23/2020
3.78 mi,149.3 ft,3.63mi Run,Chicago,6/23/2020
2.37 mi,22.6 ft,2.28mi Run,Lincolnwood,6/23/2020
0.27 mi,0.0 ft,Route from GARMIN 2988 (2020-06-23 23:57:03+00:00),Lincolnwood,6/23/2020
2.25 mi,28.5 ft,3.54km Run,Chicago,6/23/2020
2.54 mi,21.3 ft,Route from GARMIN 2431 (2020-06-23 23:06:27+00:00),Lincolnwood,6/23/2020
3.09 mi,22.6 ft,3.03mi Run,Lincolnwood,6/23/2020
5.68 mi,116.8 ft,Route from GARMIN 2697 (2020-06-23 21:59:02+00:00),Elmhurst,6/23/2020
3.09 mi,44.3 ft,Route from GARMIN 2604 (2020-06-23 20:38:27+00:00),Bensenville,6/23/2020
3.23 mi,55.1 ft,3.04mi Run,Park City,6/23/2020
7.52 mi,96.5 ft,DPU-Lakefront North-Belmont-Broadway,Chicago,6/23/2020
2.25 mi,26.6 ft,Route from GARMIN 2503 (2020-06-23 21:49:07+00:00),Palatine,6/23/2020
3.15 mi,60.4 ft,3.02mi Run,Evanston,6/23/2020
5.24 mi,54.8 ft,5.00mi Run,Lincolnwood,6/23/2020
3.58 mi,32.8 ft,Route from GARMIN 2604 (2020-06-23 19:14:07+00:00),Elmhurst,6/23/2020
2.13 mi,77.4 ft,2.01mi Run,Chicago,6/23/2020
4.00 mi,26.6 ft,3.95mi Run,Chicago,6/23/2020
4.14 mi,78.7 ft,Route from Suunto (2020-06-23),Chicago,6/23/2020
4.48 mi,211.3 ft,4.28mi Run,Chicago,6/23/2020
2.73 mi,40.7 ft,2.60mi Run,Lombard,6/23/2020
3.21 mi,63.3 ft,3.02mi Run,Itasca,6/23/2020
4.38 mi,31.5 ft,4.01mi Run,Lincolnwood,6/23/2020
2.80 mi,43.0 ft,2.64mi Run,Chicago,6/23/2020
4.47 mi,34.4 ft,Route from GARMIN 2888 (2020-06-23 13:13:01+00:00),Evanston,6/23/2020
3.15 mi,22.3 ft,3.03mi Run,Lincolnwood,6/23/2020
5.89 mi,41.3 ft,Route from GARMIN 2623 (2020-06-23 12:48:38+00:00),Lincolnwood,6/23/2020
7.50 mi,65.6 ft,7.5 mi FP Route #2,Forest Park,6/23/2020
7.51 mi,83.3 ft,7.5 mi FP Route,Forest Park,6/23/2020
4.30 mi,69.9 ft,Route from GARMIN 2503 (2020-06-23 12:29:06+00:00),Evanston,6/23/2020
3.11 mi,23.3 ft,3.01mi Run,Lincolnwood,6/23/2020
3.40 mi,41.7 ft,Route from GARMIN 3113 (2020-06-23 12:25:20+00:00),Arlington Heights,6/23/2020
0.48 mi,0.3 ft,0.30mi Run,Wood Dale,6/23/2020
3.42 mi,42.0 ft,Route from GARMIN 2431 (2020-06-23 10:43:30+00:00),Deerfield,6/23/2020
6.47 mi,155.5 ft,6.30mi Run,Bloomingdale,6/23/2020
2.21 mi,28.5 ft,Route from GARMIN 2888 (2020-06-23 11:07:56+00:00),Evanston,6/23/2020
3.12 mi,117.5 ft,3.05mi Run,North Chicago,6/23/2020
1.07 mi,14.4 ft,0.97mi Run,Oak Park,6/23/2020
3.12 mi,47.6 ft,Harder than I thought it would be 5k,Skokie,6/23/2020
1.20 mi,7.5 ft,Route from GARMIN 2431 (2020-06-23 00:22:52+00:00),Lincolnwood,6/22/2020
3.76 mi,35.4 ft,3.64mi Run,Lincolnwood,6/22/2020
3.22 mi,28.9 ft,3.10mi Run,Chicago,6/22/2020
6.28 mi,114.2 ft,6.05mi Run,Lincolnwood,6/22/2020
5.20 mi,136.8 ft,DPU-LakeFront North-Belmont-Broadway,Chicago,6/22/2020
6.25 mi,62.3 ft,Route from GARMIN 2988 (2020-06-22 20:54:19+00:00),Lincolnwood,6/22/2020
2.01 mi,19.7 ft,Route from MapMyRun iPhone (2020-06-22),Lincolnwood,6/22/2020
4.24 mi,48.9 ft,4.02mi Run,Chicago,6/22/2020
2.98 mi,18.7 ft,2.92mi Run,Broadview,6/22/2020
1.89 mi,11.5 ft,1.83mi Run,Lincolnwood,6/22/2020
4.77 mi,39.0 ft,5.04mi Run,Norridge,6/22/2020
6.05 mi,355.3 ft,5.26mi Run,Chicago,6/22/2020
3.35 mi,67.9 ft,Route from GARMIN 2697 (2020-06-22 14:44:34+00:00),Schaumburg,6/22/2020
3.10 mi,35.8 ft,Route from GARMIN 2431 (2020-06-22 14:13:01+00:00),Park Ridge,6/22/2020
2.96 mi,36.7 ft,Route from MapMyRun iPhone (2020-06-22),Lincolnwood,6/22/2020
6.99 mi,162.4 ft,Route from GARMIN FR220 (2020-06-22 13:03:40+00:00),Palatine,6/22/2020
0.24 mi,0.7 ft,0.21mi Run,Oak Park,6/22/2020
3.17 mi,45.6 ft,3.02mi Run,Itasca,6/22/2020
6.76 mi,64.0 ft,Route from MapMyRun iPhone (2020-06-14),Lincolnwood,6/22/2020
5.33 mi,106.0 ft,Route from GARMIN 2886 (2020-06-22 11:26:51+00:00),Chicago,6/22/2020
4.66 mi,70.5 ft,4.55mi Run,Forest Park,6/22/2020
3.03 mi,54.1 ft,RUN,Highland Park,6/22/2020
6.72 mi,74.5 ft,Route from GARMIN 3113 (2020-06-22 11:39:37+00:00),Arlington Heights,6/22/2020
5.78 mi,63.6 ft,Route from GARMIN 2888 (2020-06-22 11:04:16+00:00),Evanston,6/22/2020
2.42 mi,34.1 ft,2.37mi Run,Schaumburg,6/22/2020
3.31 mi,108.6 ft,5.02km Run,Chicago,6/22/2020
1.03 mi,22.0 ft,Run 1.02mi on 6/21/20,Vernon Hills,6/21/2020
3.31 mi,42.7 ft,Route from GARMIN 2697 (2020-06-21 22:33:52+00:00),Libertyville,6/21/2020
7.03 mi,76.1 ft,Route from GARMIN 2988 (2020-06-21 20:25:50+00:00),Lincolnwood,6/21/2020
5.12 mi,76.4 ft,5.00mi Run,Northfield,6/21/2020
9.73 mi,139.1 ft,LP-Fullerton-Wilson Lakefront Trail-Boradway,Chicago,6/21/2020
11.11 mi,115.2 ft,Route from Suunto (2020-06-21),Chicago,6/21/2020
0.83 mi,37.4 ft,0.78mi Run,Lombard,6/21/2020
21.18 mi,491.5 ft,20.85mi Run,Lombard,6/21/2020
3.10 mi,28.9 ft,3.02mi Run,Chicago,6/21/2020
4.01 mi,45.3 ft,Route from GARMIN 2697 (2020-06-20 13:37:44+00:00),Libertyville,6/21/2020
4.06 mi,71.2 ft,4.01mi Run,Hoffman Estates,6/21/2020
3.05 mi,87.9 ft,Route from GARMIN 2431 (2020-06-21 15:33:16+00:00),Chicago,6/21/2020
4.12 mi,39.0 ft,4.02mi Run,Lincolnwood,6/21/2020
8.11 mi,75.5 ft,Route from GARMIN 2888 (2020-06-21 12:49:24+00:00),Lincolnwood,6/21/2020
3.17 mi,23.3 ft,Route from GARMIN 2888 (2020-06-19 12:58:14+00:00),Evanston,6/21/2020
4.28 mi,76.8 ft,RUN,Highland Park,6/21/2020
2.55 mi,36.7 ft,Route from GARMIN 2431 (2020-06-21 13:37:36+00:00),Deerfield,6/21/2020
7.10 mi,62.7 ft,7 miles CHI,Lincolnwood,6/21/2020
3.84 mi,43.6 ft,Route from GARMIN 2431 (2020-06-21 13:27:21+00:00),Lincolnwood,6/21/2020
8.21 mi,192.9 ft,7.34мил. Бег,Deer Park,6/21/2020
5.32 mi,141.1 ft,5.15mi Run,Roselle,6/21/2020
5.00 mi,75.8 ft,Route from GARMIN 2431 (2020-06-21 13:12:31+00:00),Park Ridge,6/21/2020
5.06 mi,43.3 ft,Route from GARMIN 2623 (2020-06-21 12:45:30+00:00),Lincolnwood,6/21/2020
1.03 mi,12.8 ft,1.12mi Run,Oak Park,6/21/2020
3.31 mi,111.2 ft,5.02km Run,Chicago,6/21/2020
0.34 mi,0.0 ft,Run 0.31mi on 6/20/20,Vernon Hills,6/20/2020
3.42 mi,83.3 ft,2.81mi Run,Chicago,6/20/2020
2.52 mi,29.9 ft,Oakdale/Barry,Chicago,6/20/2020
2.37 mi,74.5 ft,2.29mi Run,Lombard,6/20/2020
7.70 mi,199.8 ft,7.53mi Run,Lincolnwood,6/20/2020
4.05 mi,49.5 ft,Route from GARMIN 2888 (2020-06-20 15:25:48+00:00),Evanston,6/20/2020
1.01 mi,4.6 ft,Route from GARMIN FR220 (2020-06-20 14:07:08+00:00),Chicago,6/20/2020
3.17 mi,23.6 ft,Route from GARMIN FR220 (2020-06-19 17:25:33+00:00),Chicago,6/20/2020
2.07 mi,87.6 ft,Route from GARMIN 2431 (2020-06-20 15:11:30+00:00),Chicago,6/20/2020
4.10 mi,60.4 ft,Route from GARMIN 2503 (2020-06-20 14:46:34+00:00),Evanston,6/20/2020
3.23 mi,50.5 ft,2.99mi Run,Oak Park,6/20/2020
8.14 mi,205.4 ft,8.02mi Run,Wheaton,6/20/2020
4.13 mi,73.5 ft,4.06mi Run,Schaumburg,6/20/2020
1.54 mi,22.0 ft,Route from GARMIN 2431 (2020-06-20 13:25:31+00:00),Deerfield,6/20/2020
5.21 mi,72.2 ft,5.05mi Run,Forest Park,6/20/2020
4.21 mi,29.9 ft,4.02mi Run,Lincolnwood,6/20/2020
2.67 mi,32.5 ft,2.61mi Run,Chicago,6/20/2020
4.45 mi,47.9 ft,Route from GARMIN FR220 (2020-06-20 12:15:14+00:00),Glenview,6/20/2020
20.49 mi,490.8 ft,20.10mi Run,Lombard,6/20/2020
2.41 mi,15.4 ft,"Hot, muggy 2.5 slog",Skokie,6/20/2020
6.70 mi,88.9 ft,6.28mi Run,Grayslake,6/20/2020
1.01 mi,12.5 ft,0.98mi Run,Oak Park,6/20/2020
3.32 mi,110.6 ft,5.03km Run,Chicago,6/20/2020
5.87 mi,23.3 ft,6/20,Oak Park,6/19/2020
2.03 mi,52.8 ft,2.00mi Run,Oakbrook Terrace,6/19/2020
5.37 mi,77.4 ft,5.21mi Run,North Riverside,6/19/2020
5.01 mi,88.9 ft,5 miles arbor and loop around to sylvan,Lake Bluff,6/19/2020
1.05 mi,3.3 ft,0.98mi Run,Oak Park,6/19/2020
4.53 mi,284.4 ft,4.15mi Run,Chicago,6/19/2020
3.23 mi,51.2 ft,3.01mi Run,Itasca,6/19/2020
7.27 mi,274.0 ft,Route from GARMIN 2431 (2020-06-19 12:36:48+00:00),Chicago,6/19/2020
6.00 mi,59.4 ft,5.75mi Run,Forest Park,6/19/2020
